Table ID,Table Label,Data Type,Category,Confidence,Record Family,Is Custom
OrdersAndReturns,Orders and Returns,Transaction Data,Customers,medium,OTHER,No
OrdersAndReturnsLineLevel,Orders and Returns Line Level,Transaction Data,Customers,medium,OTHER,No
SalesOrderStatus,Order Status,Transaction Data,Bank,medium,TRANSACTION,No
orderTypeRecord,Order Type,Customizations,Custom Objects,medium,OTHER,No
OrganizationValue,Organizational Value,System Data,Other System,low,OTHER,No
CUSTOMRECORD_OB_ORG_TREE,Org Browser Tree,Customizations,Custom Records,high,CUSTOM,Yes
OriginatingLead,Originating Lead,List Data,Relationships,high,OTHER,No
CUSTOMRECORD_PACKSHIP_CUST_3RDPARTY_ACC,Other Billing Accounts,Setup Data,Accounting,high,CUSTOM,Yes
otherChargeItem,Other Charge,List Data,Items,high,ITEM,No
otherChargePurchaseItem,Other Charge for Purchase,List Data,Items,high,ITEM,No
otherChargeResaleItem,Other Charge for Resale,List Data,Items,high,ITEM,No
otherChargeSaleItem,Other Charge for Sale,List Data,Items,high,ITEM,No
OtherGovernmentIssuedId,Other Government-Issued ID,System Data,Other System,low,OTHER,No
otherName,Other Name,System Data,Other System,low,OTHER,No
otherNameCategory,Other Name Category,Setup Data,Marketing,high,OTHER,No
OtherNameSubsidiaryRelationship,Other Name-Subsidiary Relationship,Setup Data,Company,medium,SETUP,No
outboundRequest,Outbound Requests,System Data,Other System,low,OTHER,No
overheadType,Overhead Type,Customizations,Custom Objects,medium,OTHER,No
OvertimePolicy,Overtime Policy,Transaction Data,Purchases,high,OTHER,No
OwnershipTransfer,Ownership Transfer,Transaction Data,Bank,high,OTHER,No
CUSTOMRECORD_PACINGGOAL,Pacing Goal,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_CARRIER_PACKAGES,Package Codes,Customizations,Custom Records,high,CUSTOM,Yes
ShippingPackage,Packages,Transaction Data,Order Management,high,OTHER,No
CUSTOMRECORD_EB_ITEM_PACKAGING_LIST,Packaging List,List Data,Items,high,ITEM,Yes
CUSTOMLIST_EB_PACKAGING_TYPE_DESC,Packaging Type Description,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_PACKSHIP_ADVANCED_OPTIONS,Packship - Advanced Options,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_ANCILLARY_OPTIONS,PackShip - Ancillary Endorsements Option,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_AUTOGENERATE_TYPES,PackShip - Autogenerated ID Format,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_AUTO_PRINTRULEDATA,PackShip Auto Printing Rule data,Setup Data,Sales,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_CARRIERS,PackShip - Carrier,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_CARRIERMAPPING,PackShip - Carrier Mapping,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_CARRIER_OPTIONS,PackShip - Carrier Options,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_CARRIER_SELECTION,PackShip - Carrier Selection,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_CARRIER_SERVICES,PackShip - Carrier Service,List Data,Items,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_CARTON_ORDER_MAP,PackShip - Carton-Order Id Map,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_COD_PAYMENT_TYPES,Packship - COD Payment Types,List Data,Payment Instruments,medium,TRANSACTION,Yes
CUSTOMRECORD_COD_CURRENCY_TYPE,PackShip - Collect On Delivery Currency,Setup Data,Accounting,high,ACCOUNTING,Yes
CUSTOMRECORD_COD_PAYMENT_TYPE,Packship - Collect On Delivery Type,List Data,Payment Instruments,medium,TRANSACTION,Yes
CUSTOMRECORD_PACKSHIP_COMPANY_DETAILS,PackShip - Company Details,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_DEL_CONFIRMATION,Pack Ship - Delivery Confirmation,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_DIMENSION_UNITS,PackShip - Dimension Unit,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_DRY_ICE_WEIGHT_UNITS,Packship - Dry Ice Weight Unit,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_CUST_ENCRYP_KEY,PackShip - Encryption Key,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_FEDEX_PACKAGE_TYPE,PackShip - FedEx Package Type,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_GROUP_TYPE,PackShip - Group Type,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_INSURANCE,Pack Ship - Insurance,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_PACKSHIP_LABELTYPES,PackShip - Label Types,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_PACKSHIP_LHS_VALUE_TYPE,PackShip - LHS Value Type,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_LIST_PRINT_PARENT,PackShip - List Print Parent Record,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_ADDRESS_LIST,Packship - Location Address,Setup Data,Locations,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_LOCKRECORD,PackShip Lock Record,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_PACKSHIP_LOCK_RECORD_STATUS,PackShip - Lock Record Status,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_ORDER_IF_MAP,PackShip - Non Adv Inv Order IF Map,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_PACKAGE,PackShip - Package,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_DEFAULT_PKG_CODES,PackShip - Package Code Settings,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_PACKAGE_DETAILS,Packship - Package Details,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_CARTON,PackShip - Pack Carton,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_CARTONITEM,PackShip - Packed Item,List Data,Items,high,ITEM,Yes
CUSTOMRECORD_PACKSHIP_CARTONITEMDETAILS,PackShip - Packed Item Details,List Data,Items,high,ITEM,Yes
CUSTOMRECORD_PACKSHIP_SHIPUNITTYPE,PackShip - Packing Item,List Data,Items,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_PALLET,PackShip - Pallet,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PRINT_CARRIERINFO,PackShip - Print Carrier Information,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_PRINT_CART_AND_ITM,PackShip - Print Carton And Items,List Data,Items,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_ORDERINFO,PackShip - Print Customer Order Info,List Data,Relationships,high,CUSTOM,Yes
CUSTOMRECORD_PRINTING_DATA,PackShip - Printed Shipping Data,Transaction Data,Order Management,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_PRINT_FORMATS_IF,Packship - Print Formats on IF,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_PRINT_ITMS_IN_CART,PackShip - Print Items In Cartons,List Data,Items,high,CUSTOM,Yes
CUSTOMRECORD_RETURN_PICKUP_ATTEMPTS,Packship - Return Pickup Attempts,Transaction Data,Customers,medium,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_RULE,PackShip - Rule,Setup Data,Sales,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_RULE_CONDITION,PackShip - Rule Condition,Setup Data,Sales,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_RULE_DATATYPE,PackShip - Rule Data Type,Setup Data,Sales,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_RULE_ENABLE_OPTION,PackShip - Rule Enable Options,Setup Data,Sales,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_RULE_GROUP,PackShip - Rule Group,Setup Data,Sales,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_RG_TYPE,PackShip - Rule Group Type,Setup Data,Sales,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_RG_VAL_SOURCE,PackShip - Rule Group Value Source,Setup Data,Sales,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_RULE_LHS,PackShip - Rule LHS,Setup Data,Sales,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_RULE_OPERATORS,PackShip - Rule Operator,Setup Data,Sales,high,CUSTOM,Yes
CUSTOMLIST_PACKSHIP_SHIPENGINECOST,Packship - ShipEngine Cost,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD_PACKSHIP_SHIPMANIFEST,PackShip - Shipment,Transaction Data,Order Management,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_CUSTOMER_API_KEY,PackShip - Shipping API Key,List Data,Employees,medium,ENTITY,Yes
CUSTOMRECORD_PACKSHIP_SHIPPING_COST_DIST,PackShip - Shipping Cost Distribution,Transaction Data,Order Management,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_SHIP_ITEM_CONFIG,PackShip - Shipping Item Settings,Setup Data,Company,high,ITEM,Yes
CUSTOMRECORD_PACKSHIP_WAREHOUSE,Packship - ShipWareHouse,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_UPS_PACKAGE_TYPES,PackShip - UPS Package Type,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_USPS_PACKAGE_TYPES,PackShip - USPS Package Type,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PACKSHIP_WEIGH_SCALE_UNITS,PackShip - Weight Unit,Customizations,Custom Records,high,CUSTOM,Yes
Page,Page,System Data,Other System,low,OTHER,No
PageUrl,Page URL,System Data,Other System,low,OTHER,No
Partner,Partner,List Data,Employees,medium,ENTITY,No
partnerCategory,Partner Category/Role,Setup Data,Marketing,high,ENTITY,No
partnerCommission,Partner Commission,List Data,Employees,medium,ENTITY,No
partnerCommissionPlan,Partner Commission Plan,List Data,Employees,medium,ENTITY,No
partnerCommissionSchedule,Partner Commission Schedule,List Data,Employees,medium,ENTITY,No
PartnerSubsidiaryRelationship,Partner-Subsidiary Relationship,Setup Data,Subsidiaries,high,ENTITY,No
PartnerSystem,Partner System,List Data,Employees,medium,ENTITY,No
Passport,Passport,Transaction Data,Purchases,high,OTHER,No
paycheck,Paycheck,Transaction Data,Bank,high,OTHER,No
paycheckJournal,Paycheck Journal,Transaction Data,Bank,high,OTHER,No
MasterPayCode,Pay Code,System Data,Other System,low,OTHER,No
paymentItem,Payment,List Data,Items,high,TRANSACTION,No
CUSTOMRECORD_2663_PAYMENT_AGGREGATION,Payment Aggregation,List Data,Payment Instruments,medium,TRANSACTION,Yes
CUSTOMRECORD_2663_BATCH,Payment Batch,List Data,Payment Instruments,medium,CUSTOM,Yes
CUSTOMLIST_2663_BATCH_PRIORITY,Payment Batch Priority,List Data,Payment Instruments,medium,OTHER,No
CUSTOMLIST_2663_BATCH_STATUS,Payment Batch Status,List Data,Payment Instruments,medium,OTHER,No
paymentCard,Payment Card,List Data,Payment Instruments,high,TRANSACTION,No
paymentCardBin,Payment Card BIN,List Data,Payment Instruments,high,TRANSACTION,No
paymentCardToken,Payment Card Token,List Data,Payment Instruments,high,TRANSACTION,No
paymentEvent,Payment Event,List Data,Activities,high,TRANSACTION,No
CUSTOMRECORD_2663_FILE_ADMIN,Payment File Administration,List Data,Payment Instruments,medium,CUSTOM,Yes
CUSTOMRECORD_2663_PAYMENT_FILE_FORMAT,Payment File Format,List Data,Payment Instruments,medium,TRANSACTION,Yes
CUSTOMRECORD_12194_FILE_TEMPLATE_REQUEST,Payment File Template Request,List Data,Payment Instruments,medium,CUSTOM,Yes
gatewayNotification,Payment Gateway Asynchronous Notifications,List Data,Employees,high,OTHER,No
paymentGatewayPlugin,Payment Gateway Plugin,List Data,Payment Instruments,medium,TRANSACTION,No
paymentInitiator,Payment Initiator,List Data,Payment Instruments,medium,TRANSACTION,No
paymentInstrument,Payment Instrument,List Data,Payment Instruments,high,TRANSACTION,No
PaymentLinkSetup,Payment Link Setup,Setup Data,Company,high,TRANSACTION,No
paymentMethod,Payment Method,List Data,Payment Instruments,medium,TRANSACTION,No
CUSTOMLIST_11664_PAYMENT_MODE,Payment Mode,List Data,Payment Instruments,medium,TRANSACTION,No
CUSTOMLIST_EP_PAYMENT_PRIORITY,Payment Priority,List Data,Payment Instruments,medium,TRANSACTION,No
PaymentProcessingProfile,Payment Processing Profile,List Data,Payment Instruments,medium,TRANSACTION,No
paymentResultPreview,Payment Result Preview,List Data,Payment Instruments,medium,TRANSACTION,No
CUSTOMRECORD_2663_PAYMENT_SCHEDULE,Payment Schedule,List Data,Payment Instruments,medium,TRANSACTION,Yes
paymentStatus,Payment Status,List Data,Payment Instruments,medium,TRANSACTION,No
paymentStatusReason,Payment Status Reason,List Data,Payment Instruments,medium,TRANSACTION,No
CUSTOMLIST_2663_PAYMENT_TYPE,Payment Type,List Data,Payment Instruments,medium,TRANSACTION,No
payrollBatch,Payroll Batch,List Data,Employees,high,OTHER,No
payrollItem,Payroll Item,List Data,Employees,high,ITEM,No
PayrollItemGroup,Payroll Item Group,List Data,Employees,high,ITEM,No
payItemType,Payroll Item Type,List Data,Employees,high,ITEM,No
PdfTemplate,PDF Template,System Data,Other System,low,OTHER,No
payrollBatchPending,Pending,List Data,Employees,high,OTHER,No
pctCompleteProjectRevenueRule,Percent Complete Project Revenue Rule,Setup Data,Sales,high,OTHER,No
performanceMetric,Performance Metric,System Data,Other System,low,OTHER,No
PerformanceReview,Performance Review,System Data,Other System,low,OTHER,No
performanceReviewQuestion,Performance Review Question,System Data,Other System,low,OTHER,No
performanceReviewQuestionType,Performance Review Question Type,Customizations,Custom Objects,medium,OTHER,No
performanceReviewRatingScale,Performance Review Rating Scale,System Data,Other System,low,OTHER,No
PerformanceReviewSchedule,Performance Review Schedule,System Data,Other System,low,OTHER,No
PerformanceReviewScheduleTalentDataset,Performance Review Scheduler Employee Dataset,List Data,Employees,high,OTHER,No
performanceReviewStatus,Performance Review Status,System Data,Other System,low,OTHER,No
PerformanceReviewTemplate,Performance Review Template,System Data,Other System,low,OTHER,No
period,Period,Setup Data,Accounting,high,OTHER,No
PeriodClosingTask,Period Closing Task,Setup Data,Accounting,high,OTHER,No
periodEndJournal,Period End Journal,Setup Data,Accounting,high,OTHER,No
ItemPeriodicLotSizeType,Periods of Supply Type,Setup Data,Accounting,high,ITEM,No
permission,Permission,Setup Data,Users,high,OTHER,No
PermittedCompanyTypeKeys,Permitted Company Types - Restrictions only RT,Setup Data,Company,high,OTHER,No
ItemSegmentCustomerSegmentMap,Personalization Rules,Setup Data,Sales,high,ENTITY,No
PhoneCall,Phone Call,List Data,Activities,high,OTHER,No
PiAccessLog,PiAccessLog,System Data,Audit,high,OTHER,No
pickType,Picking Type,Customizations,Custom Objects,medium,OTHER,No
pickStrategy,Pick Strategy,System Data,Other System,low,OTHER,No
pickTask,Pick Task,List Data,Activities,high,OTHER,No
PickTaskInventoryBalance,Pick Task Inventory Balance,List Data,Activities,high,OTHER,No
plannedExpense,Planned Expense,Transaction Data,Employees,medium,OTHER,No
plannedOrder,Planned Order,System Data,Other System,low,OTHER,No
plannedRevenue,Planned Revenue,System Data,Other System,low,OTHER,No
plannedRevenueType,Planned Revenue Type,Customizations,Custom Objects,medium,OTHER,No
plannedStandardCost,Planned Standard Cost,System Data,Other System,low,OTHER,No
CUSTOMRECORD_ATLAS_ITEM_PLANNER,Planner,List Data,Items,high,ITEM,Yes
planningItemCategory,Planning Item Category,Setup Data,Marketing,high,ITEM,No
planningItemGroup,Planning Item Group,List Data,Items,high,ITEM,No
planningItemGroupSource,Planning Item Group Source,List Data,Items,high,ITEM,No
planningRuleGroup,Planning Rule Group,Setup Data,Sales,high,OTHER,No
CUSTOMRECORD_NS_IBE_REQ_PLAN_STATUSES,Planning Statuses,Customizations,Custom Records,high,CUSTOM,Yes
planningView,Planning Workbench View,Transaction Data,Manufacturing,medium,OTHER,No
RetirementPlanType,Plan Type,Customizations,Custom Objects,medium,OTHER,No
platformExtensionPlugin,Platform Extension Plug-in,System Data,Other System,low,OTHER,No
InboundShipmentPurchaseOrder,PO,Transaction Data,Bank,medium,TRANSACTION,No
portlet,Portlet,Transaction Data,Purchases,high,OTHER,No
portletDeployment,Portlet Deployment,Transaction Data,Purchases,high,OTHER,No
Position,Position,Transaction Data,Purchases,high,OTHER,No
PostingAccountActivity,Posting Account Activity,Setup Data,Accounting,high,ACCOUNTING,No
CUSTOMRECORD_EB_PPE_LEVELS,PPE Levels,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST2369,PPE Requirements,Customizations,Custom Lists,high,OTHER,No
CUSTOMRECORD2268,Preferred Adj Reason,Transaction Data,Sales,high,CUSTOM,Yes
CUSTOMLIST_EB_PREMIX_CONTAINER,Premix Container,Customizations,Custom Lists,high,OTHER,No
priceBook,Price Book,System Data,Other System,low,OTHER,No
priceCalculationFormula,Price Calculation Formula,System Data,Other System,low,OTHER,No
CUSTOMRECORD_EDP_PRICE_DETAIL_UPDATE,Price Detail Update,Customizations,Custom Records,high,CUSTOM,Yes
priceLevel,Price Level,System Data,Other System,low,OTHER,No
pricePlan,Price Plan,System Data,Other System,low,OTHER,No
CUSTOMRECORD_EDP_PRICE_UPDATE,Price Update,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_EDP_ERROR_LOGS,Price Update Error Messages,List Data,Communications,high,CUSTOM,Yes
CUSTOMRECORD_EDP_PRICE_UPDATE_SYS_NOTES,Price Update Logs,List Data,Communications,high,CUSTOM,Yes
CUSTOMLIST_EDP_UPDATE_STATUS,Price Update Status,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_EDP_UPDATE_TYPE,Price Update Type,Customizations,Custom Lists,high,OTHER,No
priceUsingType,Price Using,Customizations,Custom Objects,medium,OTHER,No
pricing,Pricing,System Data,Other System,low,OTHER,No
pricingGroup,Pricing Group,System Data,Other System,low,OTHER,No
PriceModelType,Pricing Model,Customizations,Custom Objects,medium,OTHER,No
pricingWithCustomers,Pricing per Customer,List Data,Employees,medium,ENTITY,No
CUSTOMRECORD_PRINT_ACCOUNT_PREFERENCE,Print - Account Preference,Setup Data,Company,high,ACCOUNTING,Yes
CUSTOMRECORD_PRINT_ACOUNT_PREFERENCE_KEY,Print - Account Preference Key,Setup Data,Company,high,CUSTOM,Yes
CUSTOMRECORD_PRINT_WHITELIST_IP_ADDRESS,Print - Allowlist IP Address,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PRINT_APIKEY_HANDLE,Print - API Key Handle,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PRINT_AUDIT,Print - Audit,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PRINT_DATA_TYPE,Print - Data Type,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PRINT_FILESERVING_MAP,Print - File Service Map,List Data,Items,high,CUSTOM,Yes
CUSTOMRECORD_PRINT_FUNCTION_REGISTRY,Print - Function Registry,Customizations,Custom Records,high,CUSTOM,Yes
AdvancedPdfTemplatePrintingType,Printing Type,Customizations,Custom Objects,medium,OTHER,No
CUSTOMRECORD_PRINT_OPERATOR,Print - Operator,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PRINT_PREVIEW_FILE_ID,Print - Preview File ID,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PRINT_PRINTER_GROUP,Print - Printer Group,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PRINT_PRINTER_SUBLIST,Print – Printer Group Mapping,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PRINT_PRINTER_GRP_PRINTERS,Print - Printer Mapping,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PRINT_PRINTERS,Print - Printers,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PRINT_PRINTER_TYPE,Print - Printer Type,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PRINT_REPORT_TYPE,Print - Report Type,Transaction Data,Purchases,high,CUSTOM,Yes
CUSTOMRECORD_PRINT_CRITERIA_DETAIL,Print - Rule Criteria,Setup Data,Sales,high,CUSTOM,Yes
CUSTOMRECORD_PRINT_RULE_GROUP,Print - Rule Group,Setup Data,Sales,high,CUSTOM,Yes
CUSTOMRECORD_PRINT_RULE_MAPPINGS,Print - Rule Mappings,Setup Data,Sales,high,CUSTOM,Yes
CUSTOMRECORD_PRINT_RULE_VALUES,Print - Rule Values,Setup Data,Sales,high,CUSTOM,Yes
CUSTOMRECORD_PRINT_SESSION_PRINTER,Print - Session Printer,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_PRINT_SOURCE_TYPE,Print - Source Type,Transaction Data,Sales,high,OTHER,No
CUSTOMRECORD_PRINT_PRINTSTATUS,Print - Status,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_PRINT_TEMPLATES,Print - Templates,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMLIST_ITEM360_PRIORITY,Priority,List Data,Items,high,ITEM,No
CUSTOMRECORD_MEYER_PRIOR_YEAR_REVENUE,Prior Year Revenue,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_NS_IMP_PROCESS,Process,Customizations,Custom Records,high,CUSTOM,Yes
IssueProduct,Product,List Data,Items,high,ITEM,No
PaCustomerProfile,Product Analytics - Customer Profiles,List Data,Employees,medium,ENTITY,No
PaMetricResult,Product Analytics - Metric Results,List Data,Items,high,OTHER,No
FormatProfileType,Profile Type,Customizations,Custom Objects,medium,OTHER,No
job,Project,System Data,Other System,low,OTHER,No
ProjectBudget,Project Budget,Setup Data,Accounting,high,ACCOUNTING,No
projectExpenseType,Project Expense Type,Transaction Data,Employees,medium,OTHER,No
ProjectIcChargeRequest,Project Intercompany Cross Charge Request,Setup Data,Company,high,OTHER,No
ProjectIcChargeRequestTrigger,Project Intercompany Cross Charge Request Trigger Type,Setup Data,Company,high,OTHER,No
CUSTOMRECORD_NS_PM_ISSUES,Project Issues,Customizations,Custom Records,high,CUSTOM,Yes
ProjectFinancials,Project Profitability,System Data,Other System,low,OTHER,No
CUSTOMRECORD_NS_PM_READINESSSCORECARD,Project Readiness Scorecard,List Data,Payment Instruments,medium,CUSTOM,Yes
ProjectResourceAvailableTime,Project Resource Available Time,Transaction Data,Sales,high,OTHER,No
JobResourceRole,Project Resource Role,Setup Data,Users,high,OTHER,No
revRecEventPRevRule,Project Revenue Rule,Setup Data,Sales,high,OTHER,No
projectRevenueRule,Project Revenue Rule,Setup Data,Sales,high,OTHER,No
projectRevenueRuleType,Project Revenue Rule Type,Setup Data,Sales,high,OTHER,No
CUSTOMRECORD_NS_PM_PROJECT_RISKS,Project Risks,Customizations,Custom Records,high,CUSTOM,Yes
JobStatus,Project Status,System Data,Other System,low,OTHER,No
CUSTOMRECORD_NS_IBE_PROJECT_STATUSES,Project Statuses,Customizations,Custom Records,high,CUSTOM,Yes
CUSTOMRECORD_NS_ONE_PM_SUMMARY,Project Summary,Customizations,Custom Records,high,CUSTOM,Yes
projectTask,Project Task,List Data,Activities,high,OTHER,No
projectTaskConstraintType,Project Task Constraint Type,List Data,Activities,high,OTHER,No
projectTemplate,Project Template,System Data,Other System,low,OTHER,No
ProjectTemplateSubsidiaryRelationship,Project Template-Subsidiary Relationship,Setup Data,Company,medium,SETUP,No
ProjectTimeApprovalType,Project Time Approval Type,Transaction Data,Employees,medium,OTHER,No
JobType,Project Type,Customizations,Custom Objects,medium,OTHER,No
promisingSetup,Promising Setup,Setup Data,Company,high,OTHER,No
promotionCode,Promotion,System Data,Other System,low,OTHER,No
promotionsPlugin,Promotions Plugin,System Data,Other System,low,OTHER,No
Prompt,Prompt,System Data,Other System,low,OTHER,No
CUSTOMRECORD_EB_PROOF_OF_DELIVERY,Proof of Delivery,Customizations,Custom Records,high,CUSTOM,Yes
ProrateBy,Prorate By,System Data,Other System,low,OTHER,No
ProrateByOption,Prorate By Option,System Data,Other System,low,OTHER,No
CUSTOMLIST_LOTSN_TRACE_TYPE,PSGSS| LoTSN - Trace Type,Customizations,Custom Lists,high,OTHER,No
CUSTOMLIST_LOTSN_TRANSACTION_SUBTABS,PSGSS | LoTSN - Trans Subtab,Transaction Data,Bank,medium,TRANSACTION,No
PublishedSavedSearch,Published Saved Search,System Data,Other System,low,OTHER,No
PurchaseContract,Purchase Contract,Transaction Data,Purchases,high,OTHER,No
PurchaseOrder,Purchase Order,Transaction Data,Bank,medium,TRANSACTION,No
ratableEventPurpose,Purpose,List Data,Activities,high,OTHER,No
CUSTOMLIST_NS_ONE_REQ_QUALIFICATION,Qualification,Customizations,Custom Lists,high,OTHER,No
QuantityPricingSchedule,Quantity Pricing Schedule,System Data,Other System,low,OTHER,No
Quota,Quota,System Data,Other System,low,OTHER,No
rateRoundingType,Rate Rounding Type,Customizations,Custom Objects,medium,OTHER,No
rateSourceType,Rate Source Type,Transaction Data,Sales,high,OTHER,No
ApplicabilityReasonType,Reason,Transaction Data,Sales,high,OTHER,No
CUSTOMLIST_ATLAS_RC_PO,Reason Code (PO),Transaction Data,Purchases,high,OTHER,No
CUSTOMLIST_ATLAS_RC_SO,Reason Code (SO),Transaction Data,Sales,high,OTHER,No
CUSTOMLIST_SHIPC_REASONFOR_EXPORT_LIST,Reason for Export List,Transaction Data,Purchases,high,OTHER,No
Receivables,Receivables,System Data,Other System,low,OTHER,No
ReceivablesLineLevel,Receivables Line Level,System Data,Other System,low,OTHER,No
ReceiveInboundShipment,Receive Inbound Shipment,Transaction Data,Order Management,high,OTHER,No
RecentActivity,Recent Activity,List Data,Activities,high,OTHER,No
RecentRecord,Recent Records,Customizations,Custom Objects,medium,OTHER,No
RecentTransactions,Recent Transactions,Transaction Data,Bank,medium,TRANSACTION,No
RecSysBlocklist,Recommendation Blocklist,Customizations,Custom Objects,medium,OTHER,No
RecSysScenario,Recommendation Scenario,System Data,Other System,low,OTHER,No
UmdField,Record Field,Customizations,Custom Objects,medium,OTHER,No
AccountingBookStatus,RECORDLABEL.accountingbookstatus,Setup Data,Accounting,high,ACCOUNTING,No
Coamappingaccttype,RECORDLABEL.coamappingaccttype,Customizations,Custom Objects,medium,OTHER,No
EffectiveBomControlType,RECORDLABEL.effectivebomcontroltype,Customizations,Custom Objects,medium,OTHER,No
Emaillayout,RECORDLABEL.emaillayout,List Data,Communications,high,OTHER,No
InventoryStatusState,RECORDLABEL.inventorystatustype,List Data,Items,high,OTHER,No
Itemdemandplantype,RECORDLABEL.itemdemandplantype,List Data,Items,high,ITEM,No
permissionLevel,RECORDLABEL.permissionlevel,Setup Data,Users,high,OTHER,No
PermissionType,RECORDLABEL.permissiontype,Setup Data,Users,high,OTHER,No
PreferenceType,RECORDLABEL.preferencetype,Setup Data,Company,high,OTHER,No
Printlayout,RECORDLABEL.printlayout,Customizations,Custom Objects,medium,OTHER,No
Segmappingdclass,RECORDLABEL.segmappingdclass,Setup Data,Company,medium,SETUP,No
